tweet_ID	_golden	is_the_tweet_text_in_the_english_language	the_text_is_about_the_drugs_of_interest	genre_in_which_the_drug_is_mentioned_	sentiment_of_the_author_about_the_drug	theme_on_the_drug_ussage
245399235330207745	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
244808815755800576	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
244717707092697088	false	Yes	No		Neither positive nor negative (neutral)	
244262583165652993	false	Yes	No		Neither positive nor negative (neutral)	
243154741658546176	false	Yes	No		Neither positive nor negative (neutral)	
242818232619249664	false	Yes	No		Neither positive nor negative (neutral)	
263635402227859457	false	Yes	No		Neither positive nor negative (neutral)	
263031195997188096	false	Yes	No		Neither positive nor negative (neutral)	
261267642139168769	false	Yes	No		Neither positive nor negative (neutral)	
261210524111474689	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
260840385172086784	false	Yes	No		Neither positive nor negative (neutral)	
258731669471776770	false	Yes	No		Neither positive nor negative (neutral)	
258728599262199808	false	Yes	No		Neither positive nor negative (neutral)	
256633192075907072	false	Yes	No		Neither positive nor negative (neutral)	
254420336018329600	false	Yes	No		Neither positive nor negative (neutral)	
254379076620525568	false	Yes	Yes	Marketing (The writer is trying to sell some product)	Neither positive nor negative (neutral)	
254346369442131968	false	Yes	Yes	Marketing (The writer is trying to sell some product)	Neither positive nor negative (neutral)	
253677336036253696	false	Yes	No		Neither positive nor negative (neutral)	
253329166865399809	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
253054066651975680	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
274685547786682368	false	Yes	No		Neither positive nor negative (neutral)	
273171047531024385	false	Yes	No		Neither positive nor negative (neutral)	
271793105437601792	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
271464515269451777	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	
270052024652017664	false	Yes	No		Neither positive nor negative (neutral)	
270049067701268480	false	Yes	No		Neither positive nor negative (neutral)	
269979924591431680	false	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
268872536039759872	false	Yes	No		Neither positive nor negative (neutral)	
266012716970430464	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
265972111900827648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
265595757019664385	false	Yes	No		Neither positive nor negative (neutral)	
208290290103095297	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
208251547296071684	false	Yes	No		Neither positive nor negative (neutral)	
207513593078497280	false	Yes	No		Neither positive nor negative (neutral)	
204699881976242176	false	Yes	No		Neither positive nor negative (neutral)	
204618789294325762	false	Yes	No		Neither positive nor negative (neutral)	
203137692479918082	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
202838626017624064	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	Disgust (Drug users or usage as repulsive)
202430339912704000	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
201444112224890880	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
200726944977915904	false	Yes	No		Neither positive nor negative (neutral)	
216193818448510976	false	Yes	No		Neither positive nor negative (neutral)	
216156539457781761	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
215691189846937601	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
215642330391257088	false	Yes	No		Neither positive nor negative (neutral)	
215567185224011777	false	Yes	No		Neither positive nor negative (neutral)	
214966225355292672	false	Yes	Yes	Humor (The tweet is generally funny)	Positive about the drug	
214754052305715201	false	Yes	No		Neither positive nor negative (neutral)	
214481032446095360	false	Yes	Yes	Marketing (The writer is trying to sell some product)	Neither positive nor negative (neutral)	
213079677751918592	false	Yes	No		Neither positive nor negative (neutral)	
213026087142305792	false	Yes	No		Neither positive nor negative (neutral)	
212687036350599168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
211891519492325376	false	Yes	No		Neither positive nor negative (neutral)	
211483120132829184	false	Yes	No		Neither positive nor negative (neutral)	
210980252430766080	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
210430920249966592	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
209901393572663296	false	Yes	No		Neither positive nor negative (neutral)	
209728491753705472	false	Yes	No		Neither positive nor negative (neutral)	
209076688557047808	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
208794067939762176	false	Yes	No		Neither positive nor negative (neutral)	
226742404940722177	false	No	No		Neither positive nor negative (neutral)	
225941229941170176	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
225559674106290179	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
225434566410772480	false	Yes	No		Neither positive nor negative (neutral)	
223237229269626880	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
219986022912634880	false	Yes	No		Neither positive nor negative (neutral)	
219152392397131777	false	Yes	No		Neither positive nor negative (neutral)	
219112382922895360	false	Yes	No		Neither positive nor negative (neutral)	
285567262658797569	false	Yes	No		Neither positive nor negative (neutral)	
284064061849755648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
282295198053171200	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
281841261122555904	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
280752461713661952	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
276079575040147456	false	Yes	No		Neither positive nor negative (neutral)	
275456104350220288	false	Yes	No		Neither positive nor negative (neutral)	
241905484959993856	false	Yes	No		Neither positive nor negative (neutral)	
241822941074055169	false	Yes	No		Neither positive nor negative (neutral)	
241722516836610050	false	Yes	No		Neither positive nor negative (neutral)	
240901439914901504	false	Yes	No		Neither positive nor negative (neutral)	
240854052647366656	false	Yes	No		Neither positive nor negative (neutral)	
239766809367162881	false	Yes	No		Neither positive nor negative (neutral)	
238800693383794690	false	Yes	No		Neither positive nor negative (neutral)	
238065020863401985	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
236836999934390272	false	Yes	No		Neither positive nor negative (neutral)	
234501439517491200	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
233731952484700161	false	Yes	No		Neither positive nor negative (neutral)	
233688793113309186	false	Yes	No		Neither positive nor negative (neutral)	
286004464333242368	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
303158035235340290	false	No			Neither positive nor negative (neutral)	
296394401259868161	false	No	No		Neither positive nor negative (neutral)	
320199987315224576	false	No	No		Neither positive nor negative (neutral)	
294513230779392001	false	No	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
260774698164563968	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
293219594146021377	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
255467225908117504	false	Yes	No		Neither positive nor negative (neutral)	
270860917162536960	false	Yes	No		Neither positive nor negative (neutral)	
226757173085081600	false	Yes	No		Neither positive nor negative (neutral)	
291759082967298048	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291152523723677696	false	Yes	Yes	Marketing (The writer is trying to sell some product)	Neither positive nor negative (neutral)	
301341238894931968	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
300976279937744896	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
290689673867694080	false	Yes	No		Neither positive nor negative (neutral)	
300920483103244288	false	No	No		Neither positive nor negative (neutral)	
290591481012568064	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Negative about the drug	Disgust (Drug users or usage as repulsive)
299806022984409088	false	No	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
290485658718457857	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
290480147415568384	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
289725906686201858	false	Yes	Yes	News (The writer is reporting on some recent news)	Negative about the drug	Disgust (Drug users or usage as repulsive)
289093611184873472	false	No	No		Neither positive nor negative (neutral)	
250331527127379968	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
249778789167554560	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
288495444693241856	false	No			Neither positive nor negative (neutral)	
245251511951695872	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Craving (Possibly related to stress relief)
286565830001586176	false	No	No		Neither positive nor negative (neutral)	
304796569474060288	false	Yes	No		Neither positive nor negative (neutral)	
209119504012279809	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	
303317821461524480	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
219730531057799168	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
302434429698203649	false	No	No		Neither positive nor negative (neutral)	
302174542254731267	false	Yes	No		Neither positive nor negative (neutral)	
300473793929953280	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
297832229642596352	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
325076645868367872	false	No	No		Neither positive nor negative (neutral)	
320293813895692288	false	No	No		Neither positive nor negative (neutral)	
319876715532926977	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
319456572080283649	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
250949650125819904	false	No			Neither positive nor negative (neutral)	
250857736139579392	false	No			Neither positive nor negative (neutral)	
248134273863909376	false	Yes	No		Neither positive nor negative (neutral)	
247934482408148992	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
247418490720489472	false	No	No		Neither positive nor negative (neutral)	
246981872062693377	false	No	No		Neither positive nor negative (neutral)	
263499649401380864	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
263364144034619392	false	No	Yes		Neither positive nor negative (neutral)	
262294286110953472	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
260626395967934464	false	No	No		Neither positive nor negative (neutral)	
258982463676772352	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
257904565289099264	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
256816130818179072	false	No	No		Neither positive nor negative (neutral)	
256604809216552960	false	Yes	No		Neither positive nor negative (neutral)	
256026167222628353	false	No	No		Neither positive nor negative (neutral)	
255890850591162368	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
255819409027915776	false	No	No		Neither positive nor negative (neutral)	
254642990629408768	false	No	Yes		Neither positive nor negative (neutral)	
252730178273411072	false	No	No		Neither positive nor negative (neutral)	
272798173892853760	false	Yes	No		Neither positive nor negative (neutral)	
272417641497505792	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
272201899057491968	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
272083523207299073	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
272071825331200000	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
271308352934522880	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
271155797692661761	false	Yes	No		Neither positive nor negative (neutral)	
271112072102821889	false	Yes	No		Neither positive nor negative (neutral)	
269493729264562177	false	No	No		Neither positive nor negative (neutral)	
269344131002806272	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
269073044742475776	false	No	No		Neither positive nor negative (neutral)	
269055172838309890	false	No			Neither positive nor negative (neutral)	
268460298887888897	false	Yes	No		Neither positive nor negative (neutral)	
267844411482849283	false	Yes	No		Neither positive nor negative (neutral)	
266893197836423168	false	No	No		Neither positive nor negative (neutral)	
266828962087456768	false	Yes	No		Neither positive nor negative (neutral)	
266659977761021953	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
266177444069900289	false	No			Neither positive nor negative (neutral)	
265649079223197696	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	Disgust (Drug users or usage as repulsive)
265579466342936576	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
264566659384221696	false	Yes	No		Neither positive nor negative (neutral)	
207308646789545986	false	Yes	No		Neither positive nor negative (neutral)	
205810449814519808	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
205300409844244480	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
204701740078084097	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
202638704538427393	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Craving (Possibly related to stress relief)
218453076095401985	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
216160171746004992	false	No	No		Neither positive nor negative (neutral)	
216038977323544576	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
215571887055572993	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
215552605844291584	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Negative about the drug	Disgust (Drug users or usage as repulsive)
215100682158604288	false	Yes	Yes		Neither positive nor negative (neutral)	
211888633832153088	false	No	No		Neither positive nor negative (neutral)	
211652381249777666	false	No			Neither positive nor negative (neutral)	
210483374194823169	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
209437167993360385	false	No			Neither positive nor negative (neutral)	
209336987046526977	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
226105642484633600	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
225883067544375298	false	Yes	No		Neither positive nor negative (neutral)	
225726099894722560	false	No	Yes		Neither positive nor negative (neutral)	
225693644391337984	false	No	No		Neither positive nor negative (neutral)	
225673905988329473	false	No			Neither positive nor negative (neutral)	
224019336925421569	false	Yes	No		Neither positive nor negative (neutral)	
223963309420969984	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
220001894138003456	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	Disgust (Drug users or usage as repulsive)
219982701007077376	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
219952745313091585	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
284121263771893762	false	Yes	No		Neither positive nor negative (neutral)	
283974953890619393	false	No	No		Neither positive nor negative (neutral)	
241611460084649987	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
241517893546827777	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
241377061384617984	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
241036290987020288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
241025180258955264	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
240594882425651200	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
240089531699822592	false	No	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
239595673358569473	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
237084023476871168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
236026228392468480	false	No	No		Neither positive nor negative (neutral)	
236010084524752896	false	Yes	Yes	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
235614007988469760	false	No	No		Neither positive nor negative (neutral)	
234738379915403265	false	Yes	No		Neither positive nor negative (neutral)	
234370635952947200	false	No	No		Neither positive nor negative (neutral)	
234289111249321984	false	No			Neither positive nor negative (neutral)	
233417824297709568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
297378015871107073	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
289985462825779200	false	No			Neither positive nor negative (neutral)	
297266434822766592	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
297132615562039297	true	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
288770045792899072	true	Yes	No		Neither positive nor negative (neutral)	
297125640417714176	true	No	No	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
297016689197981696	true	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Negative about the drug	Disgust (Drug users or usage as repulsive)
288101373067812865	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
296917888172965888	false	Yes	No	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
296824300651024384	true	No	No		Neither positive nor negative (neutral)	
288029654667911168	true	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
296820404130050048	true	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	Disgust (Drug users or usage as repulsive)
296809566044299264	true	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296677239972577280	true	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
286126413738811392	true	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296644402749792256	true	Yes	No		Neither positive nor negative (neutral)	
296624572093050883	true	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296566535516979200	true	Yes	No	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
304428477325668354	true	No	No		Neither positive nor negative (neutral)	
296565289808715776	true	Yes	No	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
296487829402443776	true	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
303512223232434178	true	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
296485379899551744	true	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296461443035959296	true	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296445563409403904	true	Yes	No		Neither positive nor negative (neutral)	
296407315547045888	true	Yes	No	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
296401007305437184	true	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296359336882626560	true	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
299886834614419456	true	No	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296336284975243264	true	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296320845746434048	true	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
323987636756807680	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	Disgust (Drug users or usage as repulsive)
296246312976912387	true	Yes	No		Neither positive nor negative (neutral)	
296236527665676288	true	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
296083716600631296	true	Yes	No		Neither positive nor negative (neutral)	
296037629579915264	true	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
296007011156500480	true	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
251285089567244288	true	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
295876794807099393	true	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
295743671767273472	true	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
295684523709046785	true	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
243166435348738049	true	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
263662988198809600	true	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
295596137128275968	true	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
260749935010537472	true	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
295545792888963072	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
260711670375149568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
295528206201659392	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
295516436976250883	false	No			Neither positive nor negative (neutral)	
258453528413085696	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
295375818744545282	false	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
295349038121889793	false	Yes	No		Neither positive nor negative (neutral)	
253128712655089664	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
295277139341762561	false	No	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
270614065603289090	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	
269554194317471746	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
295156028813766656	false	No	No		Neither positive nor negative (neutral)	
295144276386529280	false	Yes	Yes	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
294936796742168577	false	Yes	No	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
294930031342403584	false	No	No		Neither positive nor negative (neutral)	
294893029175750656	false	No	No		Neither positive nor negative (neutral)	
294840642339753985	false	No	No		Neither positive nor negative (neutral)	
294804323865616384	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
294768596775755776	false	Yes	No		Neither positive nor negative (neutral)	
294635427611172864	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
294509678182928384	false	No	No		Neither positive nor negative (neutral)	
203090636579155968	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
294358087643566080	false	No			Neither positive nor negative (neutral)	
294357668204802048	false	No	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
293540009640865793	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
293225449419579392	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
201153551823679489	false	Yes	Yes	Humor (The tweet is generally funny)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
293115764163112961	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
293096587801030657	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
218875991983013888	false	No			Neither positive nor negative (neutral)	
